Student_ID,Age,Gender,Attendance_Percentage,Previous_Grade,Current_Grade,Assignments_Submitted,Behavior_Score,Parent_Education,Family_Income,Internet_Access,Study_Hours,Academic_Risk
1953,16,Male,97.5,69.7,74.3,3,1,Graduate,High,Yes,4.1,0
1954,20,Female,62.9,59.1,60.4,6,2,Postgraduate,Low,Yes,6.2,1
1955,20,Male,75.8,66.3,63.8,0,1,Postgraduate,Low,Yes,1.4,1
1956,17,Female,80.5,59.6,65.8,5,1,Postgraduate,Medium,Yes,4.9,0
1957,17,Female,78.7,54.2,98.9,8,4,High School,High,Yes,1.8,0
1958,16,Male,86.0,49.7,47.4,1,4,Graduate,High,No,3.5,1
1959,18,Female,75.7,62.7,83.2,4,3,Postgraduate,Low,Yes,3.3,0
1960,15,Female,100.0,70.4,87.3,9,3,Postgraduate,Low,No,5.1,1
1961,20,Male,78.5,56.0,77.0,9,4,None,Medium,Yes,4.2,0
1962,18,Female,43.4,82.8,53.9,3,4,Postgraduate,High,Yes,2.3,1
1963,19,Male,79.0,100.0,91.8,3,1,Graduate,Low,Yes,4.6,0
1964,20,Female,93.1,71.2,57.4,7,3,Graduate,Medium,Yes,2.9,0
1965,20,Male,66.9,64.4,74.7,5,4,High School,Low,No,4.0,1
1966,17,Female,66.2,51.3,65.1,6,2,High School,Low,Yes,3.4,1
1967,15,Female,67.9,70.6,56.7,8,2,None,Medium,No,2.7,1
1968,15,Female,65.1,87.2,72.3,2,3,High School,Low,Yes,1.0,1
1969,21,Male,72.2,94.2,94.9,1,2,Graduate,Low,Yes,3.3,0
1970,21,Male,88.9,85.9,67.4,2,1,High School,Low,Yes,2.0,0
1971,21,Male,96.3,77.6,96.6,7,3,High School,Medium,Yes,1.2,1
1972,21,Male,48.9,71.2,59.9,8,4,Postgraduate,Low,Yes,4.2,1
1973,19,Female,73.5,49.3,64.3,9,2,Graduate,Medium,Yes,2.1,0
1974,19,Female,81.6,63.5,42.2,4,1,None,High,No,0.3,1
1975,20,Male,80.4,61.8,53.5,7,4,High School,Low,Yes,3.0,0
1976,16,Male,100.0,63.6,59.3,6,5,High School,Medium,Yes,2.8,0
1977,17,Male,53.9,54.2,57.4,8,1,None,High,No,2.9,1
1978,17,Female,46.9,76.4,46.7,3,2,None,Low,Yes,2.9,1
1979,21,Male,100.0,60.9,50.0,9,1,Graduate,Low,Yes,1.5,0
1980,20,Male,87.0,59.7,58.1,2,5,None,Low,Yes,2.4,0
1981,18,Female,71.1,54.3,83.2,8,5,High School,Medium,No,4.6,0
1982,16,Female,80.1,68.5,37.6,7,1,Graduate,Medium,Yes,4.3,1
1983,20,Male,80.9,87.5,27.6,6,4,Graduate,Low,Yes,2.5,1
1984,16,Female,70.9,64.8,33.1,0,4,None,High,No,3.9,1
1985,16,Male,79.7,69.2,48.6,1,5,Graduate,Medium,No,3.1,1
1986,16,Female,82.3,94.0,73.8,8,3,High School,Low,Yes,2.5,0
1987,20,Male,100.0,83.1,56.9,4,3,High School,Medium,No,4.9,0
1988,21,Male,89.6,73.8,56.7,0,4,High School,Low,Yes,1.7,0
1989,17,Male,98.9,73.2,56.3,8,3,Graduate,Medium,Yes,3.5,0
1990,17,Male,61.9,56.0,31.1,0,4,None,Low,Yes,0.5,1
1991,21,Female,73.8,54.5,77.6,7,2,High School,Medium,Yes,3.5,0
1992,16,Female,80.9,67.1,85.3,4,4,Postgraduate,Low,Yes,2.0,0
1993,18,Female,54.9,67.5,57.3,5,2,None,Medium,Yes,2.4,1
1994,15,Female,92.2,52.3,64.5,0,5,Graduate,Low,Yes,2.6,0
1995,20,Male,85.7,75.5,65.0,1,3,High School,Medium,No,0.0,1
1996,15,Male,73.6,60.8,44.8,6,5,Graduate,Low,Yes,0.6,1
1997,21,Female,75.8,81.9,55.5,1,1,High School,Low,Yes,4.2,0
1998,18,Female,93.0,64.2,93.4,4,1,Graduate,Low,Yes,3.2,0
1999,20,Female,68.5,62.8,62.9,8,5,Postgraduate,Low,Yes,5.2,1
2000,21,Female,93.5,50.9,66.8,4,4,Graduate,Medium,No,0.9,1
2001,16,Female,75.0,52.6,51.2,2,4,Graduate,High,Yes,4.3,0
2002,17,Male,87.1,84.8,55.7,5,3,Graduate,Medium,Yes,3.7,0
2003,15,Male,79.0,69.0,74.0,6,5,High School,High,No,4.7,0
2004,19,Male,100.0,70.8,48.7,9,1,None,Low,Yes,2.8,1
2005,19,Female,67.4,89.0,90.5,9,5,Graduate,Low,Yes,3.2,1
2006,18,Female,71.1,45.2,35.5,7,5,None,Medium,Yes,1.7,1
2007,16,Female,59.9,75.1,52.2,2,3,High School,High,Yes,2.6,1
2008,15,Female,64.8,41.2,37.8,3,4,Graduate,Medium,Yes,2.3,1
2009,16,Male,86.6,58.4,85.5,9,1,High School,Low,Yes,1.0,1
2010,15,Male,97.2,47.8,62.4,3,3,None,Low,Yes,3.2,0
2011,18,Female,87.9,77.9,58.1,1,1,High School,Low,No,4.4,1
2012,18,Male,77.9,36.7,69.8,6,1,High School,Low,Yes,4.8,0
2013,19,Male,67.3,61.5,86.8,3,4,None,Medium,Yes,1.8,1
2014,16,Female,88.8,47.6,66.7,3,4,High School,Low,Yes,2.9,0
2015,20,Female,66.6,52.2,82.4,7,3,None,High,Yes,2.8,1
2016,19,Female,61.8,54.5,58.0,5,2,None,High,Yes,5.2,1
2017,16,Female,74.3,84.8,46.7,5,3,Graduate,High,No,5.7,1
2018,19,Female,53.6,60.0,66.9,8,3,Graduate,High,Yes,1.0,1
2019,20,Female,61.4,90.9,51.1,3,2,High School,Low,Yes,3.7,1
2020,17,Male,100.0,94.0,74.7,8,1,High School,High,Yes,3.8,0
2021,17,Male,59.2,96.7,56.0,0,5,High School,Low,Yes,2.7,1
2022,17,Female,63.7,64.1,61.6,8,2,Postgraduate,High,No,1.1,1
2023,17,Male,78.9,68.2,25.0,0,5,Postgraduate,Low,No,4.1,1
2024,21,Female,79.5,70.7,60.9,6,1,Graduate,Medium,Yes,4.8,0
2025,15,Female,75.2,59.5,58.9,5,2,None,Low,No,2.2,1
2026,21,Female,54.0,71.4,82.8,6,4,Postgraduate,Low,Yes,4.8,1
2027,21,Female,88.2,51.0,77.8,8,3,Postgraduate,High,Yes,3.0,0
2028,21,Male,72.7,36.9,63.4,9,2,None,High,No,5.1,0
2029,17,Female,92.6,75.7,35.3,3,2,High School,Medium,Yes,5.1,1
2030,20,Male,70.3,59.8,55.5,8,1,High School,Medium,Yes,3.0,0
2031,18,Female,89.8,50.3,82.8,2,4,Postgraduate,Medium,Yes,3.6,0
2032,18,Female,93.6,52.2,59.6,9,2,Postgraduate,Low,Yes,1.9,0
2033,15,Female,72.4,87.7,44.9,8,4,None,Medium,Yes,0.6,1
2034,17,Male,88.6,72.0,82.6,0,5,None,Medium,No,3.4,0
2035,17,Female,62.1,42.2,35.4,4,2,Postgraduate,Medium,Yes,0.8,1
2036,17,Female,81.2,47.2,61.1,9,4,None,High,Yes,6.1,0
2037,19,Female,92.7,60.6,72.5,4,3,High School,Medium,Yes,4.7,0
2038,16,Male,84.2,72.1,65.1,0,1,Graduate,Medium,Yes,2.8,0
2039,19,Male,100.0,53.1,41.9,0,4,Postgraduate,High,No,7.0,1
2040,16,Male,84.9,62.4,47.2,2,1,Graduate,High,No,2.1,1
2041,17,Female,73.6,66.7,51.1,8,2,None,High,No,2.4,0
2042,17,Male,100.0,67.0,76.3,6,2,Graduate,Medium,Yes,2.4,0
2043,19,Female,97.6,30.0,65.9,5,5,Postgraduate,Low,No,2.9,1
2044,19,Male,58.8,68.3,56.4,8,1,None,Low,Yes,2.5,1
2045,16,Male,68.6,39.0,70.0,3,3,Graduate,Low,Yes,3.7,1
2046,18,Female,65.5,60.7,50.2,3,3,High School,Medium,No,1.5,1
2047,16,Male,85.7,57.5,75.6,2,4,Postgraduate,Low,Yes,3.2,0
2048,19,Female,84.9,48.8,70.7,4,3,Postgraduate,Medium,Yes,2.2,0
2049,20,Female,84.8,77.6,59.2,4,1,Postgraduate,High,No,3.1,0
2050,19,Male,58.4,48.1,60.2,9,2,Postgraduate,High,No,1.4,1
2051,20,Female,70.3,57.2,57.2,6,1,None,Low,Yes,1.7,0
2052,15,Female,76.2,78.2,79.9,6,1,High School,Low,No,6.2,1
2053,19,Male,56.1,56.7,66.7,5,2,High School,High,No,1.6,1
2054,15,Male,67.5,53.6,59.3,3,1,Graduate,Medium,No,3.8,1
2055,18,Female,94.3,61.0,46.5,6,3,Postgraduate,High,Yes,2.2,1
2056,16,Male,59.4,73.1,73.0,1,4,Postgraduate,High,Yes,1.5,1
2057,20,Female,95.5,86.7,72.2,8,4,Graduate,Medium,No,3.1,0
2058,16,Female,91.1,51.0,54.1,6,1,None,Low,Yes,1.7,0
2059,15,Male,74.5,52.2,55.9,1,2,High School,Medium,Yes,3.8,0
2060,20,Male,70.2,60.9,61.0,9,5,Postgraduate,Medium,Yes,2.8,0
2061,16,Male,88.0,68.5,43.4,1,1,Graduate,Low,Yes,5.0,1
2062,19,Male,68.5,53.4,64.3,5,1,High School,Medium,No,1.0,1
2063,17,Female,69.1,75.3,35.0,6,5,Graduate,High,Yes,3.4,1
2064,15,Female,77.7,51.2,41.2,8,4,Graduate,Low,Yes,3.6,1
2065,16,Male,52.4,36.5,54.3,3,4,None,High,No,1.5,1
2066,15,Male,60.6,73.0,52.3,7,5,High School,Medium,Yes,2.0,1
2067,21,Female,74.2,74.7,70.7,9,2,Postgraduate,High,Yes,0.9,1
2068,15,Female,83.7,80.7,67.8,1,1,High School,Low,Yes,0.7,1
2069,20,Female,68.4,35.1,86.4,5,3,None,Low,Yes,2.8,1
2070,21,Female,75.6,55.0,64.6,3,4,Postgraduate,Low,No,4.2,1
2071,20,Male,58.6,61.2,66.5,7,4,High School,Low,Yes,2.8,1
2072,17,Female,89.2,91.4,43.2,8,4,None,Low,Yes,2.9,1
2073,21,Female,80.6,62.6,43.3,1,2,Postgraduate,High,No,1.1,1
2074,19,Male,81.7,44.8,64.1,6,5,Postgraduate,Medium,Yes,0.0,1
2075,15,Female,83.9,69.5,64.4,6,2,Graduate,High,Yes,3.5,0
2076,16,Female,78.9,84.6,67.9,7,4,Graduate,Medium,Yes,2.0,0
2077,18,Male,72.2,81.4,84.6,4,1,None,Low,No,0.3,1
2078,15,Male,91.6,73.4,44.0,2,4,Postgraduate,Medium,Yes,2.2,1
2079,15,Male,79.9,68.9,91.7,0,1,High School,High,Yes,3.4,0
2080,17,Female,76.0,31.0,37.7,3,1,Postgraduate,Medium,Yes,3.6,1
2081,19,Female,77.9,65.4,69.3,2,4,None,Low,Yes,3.3,0
2082,18,Male,77.6,67.7,41.8,1,4,High School,High,No,2.0,1
2083,21,Male,75.9,62.6,75.3,5,1,Postgraduate,Low,Yes,3.9,0
2084,21,Female,83.4,75.6,37.8,6,2,High School,Medium,No,3.0,1
2085,21,Male,66.8,62.4,25.0,9,2,Graduate,Medium,Yes,1.7,1
2086,20,Male,67.6,59.5,65.5,6,2,High School,Low,No,1.3,1
2087,20,Male,84.7,80.6,60.9,7,3,Graduate,Low,No,3.3,1
2088,16,Female,76.3,58.8,81.8,1,1,High School,High,Yes,4.3,0
2089,18,Female,89.7,66.0,64.3,9,3,Graduate,High,Yes,3.9,0
2090,21,Female,82.9,78.5,50.3,5,3,None,Medium,No,3.2,0
2091,20,Female,71.4,49.8,53.8,5,1,High School,Low,No,4.0,1
2092,16,Female,84.9,48.2,100.0,9,3,Postgraduate,Low,Yes,6.6,0
2093,19,Female,92.4,85.4,48.1,0,1,None,Low,Yes,3.4,1
2094,16,Male,83.4,56.1,71.9,1,5,None,Medium,No,3.2,0
2095,20,Female,86.0,75.4,69.8,8,5,High School,Low,Yes,3.8,0
2096,17,Female,75.9,38.4,72.3,7,1,None,Low,Yes,4.1,0
2097,17,Male,89.9,30.0,70.9,3,1,Graduate,Medium,No,1.0,1
2098,21,Female,71.0,70.5,58.5,5,1,Graduate,Medium,No,3.3,0
2099,17,Female,82.1,63.1,33.0,1,2,High School,High,No,4.5,1
2100,21,Male,100.0,70.6,65.6,4,1,None,Medium,Yes,5.6,0
2101,21,Male,84.5,93.1,62.8,1,4,Postgraduate,Medium,No,3.0,0
2102,20,Male,73.0,46.4,65.1,4,5,High School,Low,Yes,2.3,0
2103,17,Female,72.9,65.6,72.6,6,5,High School,Medium,Yes,3.2,0
2104,21,Male,77.1,87.2,56.0,6,1,None,Medium,Yes,2.0,0
2105,18,Female,88.2,48.6,52.5,8,5,Graduate,Medium,No,5.4,0
2106,19,Female,79.7,56.2,78.3,2,1,None,Medium,Yes,3.7,0
2107,16,Female,70.2,38.5,57.4,3,1,Postgraduate,Medium,No,2.9,0
2108,16,Female,70.2,98.6,54.6,8,5,Postgraduate,High,No,4.7,0
2109,20,Male,79.8,31.9,53.1,7,5,Postgraduate,Medium,Yes,1.3,1
2110,17,Male,78.5,77.0,73.1,6,4,Postgraduate,Medium,No,0.0,1
2111,17,Female,83.5,45.2,59.4,7,3,High School,Medium,No,3.6,0
2112,21,Male,89.0,49.2,100.0,8,4,Postgraduate,Low,Yes,4.6,0
2113,15,Female,100.0,81.0,64.0,3,4,Postgraduate,Medium,Yes,2.8,0
2114,21,Female,60.5,53.9,42.5,4,5,Postgraduate,High,Yes,2.0,1
2115,19,Female,86.2,74.8,55.6,8,4,None,Low,Yes,1.6,0
2116,18,Male,79.2,85.7,74.1,6,5,Graduate,Low,No,1.1,1
2117,16,Female,55.9,68.0,52.8,3,2,Graduate,Medium,Yes,4.0,1
2118,21,Female,93.0,78.3,62.7,5,1,Graduate,Low,No,4.2,1
2119,15,Male,83.1,66.2,79.6,0,3,Postgraduate,Medium,No,4.4,0
2120,15,Male,87.6,66.9,82.2,0,2,None,Low,Yes,3.0,0
2121,21,Male,57.6,55.5,54.1,8,1,High School,Medium,Yes,1.3,1
2122,20,Male,75.4,93.9,58.6,7,1,None,Medium,Yes,1.9,0
2123,16,Female,65.0,76.1,64.6,0,3,High School,Medium,Yes,3.9,1
2124,20,Male,100.0,72.8,85.8,1,4,None,Low,Yes,1.4,1
2125,18,Female,91.7,76.6,44.3,3,1,Graduate,Low,Yes,2.8,1
2126,15,Male,69.8,54.8,69.1,0,3,Graduate,Low,Yes,1.5,1
2127,15,Male,59.6,79.0,63.9,1,5,Postgraduate,Medium,Yes,2.0,1
2128,19,Male,80.3,88.3,47.8,4,1,Graduate,Low,No,1.3,1
2129,18,Male,91.1,44.3,84.0,7,1,Graduate,Medium,Yes,3.0,0
2130,15,Male,57.2,73.1,79.8,5,4,Graduate,Medium,Yes,0.8,1
2131,18,Male,66.8,65.9,89.2,5,4,None,Low,Yes,1.9,1
2132,16,Female,64.7,57.2,83.1,3,5,Graduate,Low,Yes,4.3,1
2133,17,Male,88.4,48.6,63.2,1,1,High School,Low,Yes,4.6,0
2134,15,Male,73.6,80.8,73.5,2,4,Postgraduate,Medium,Yes,4.0,0
2135,19,Male,74.1,68.1,68.6,5,3,None,Low,Yes,5.1,0
2136,16,Male,80.1,61.9,47.6,5,1,High School,Low,Yes,1.0,1
2137,21,Female,67.5,73.1,40.8,4,3,None,Low,Yes,2.9,1
2138,18,Male,60.7,63.1,69.3,5,2,Graduate,High,Yes,3.1,1
2139,21,Male,94.4,54.4,64.6,5,5,None,Medium,Yes,5.9,0
2140,20,Male,95.5,66.9,57.3,0,4,None,High,Yes,2.6,0
2141,16,Male,80.2,64.6,61.4,5,2,Postgraduate,Low,Yes,4.2,0
2142,21,Female,81.0,38.4,93.1,4,4,None,Low,Yes,5.5,0
2143,15,Male,93.1,55.6,25.9,7,2,None,Low,No,3.2,1
2144,18,Female,79.9,46.0,73.9,8,4,Postgraduate,High,No,2.3,0
2145,17,Male,73.0,40.2,77.3,5,5,None,Low,No,2.4,1
2146,16,Female,78.5,72.0,79.5,9,1,None,Medium,Yes,0.4,1
2147,15,Female,94.7,55.0,39.6,3,3,High School,Low,Yes,2.3,1
2148,19,Male,78.6,80.6,58.0,2,2,High School,Medium,Yes,0.9,1
2149,20,Male,70.0,37.6,57.2,9,3,None,Low,No,4.2,1
2150,18,Female,79.8,60.5,68.0,0,3,None,Medium,No,0.7,1
2151,16,Female,85.9,55.8,43.8,6,4,Graduate,High,Yes,3.6,1
2152,16,Male,84.4,41.3,69.4,4,1,High School,Medium,Yes,4.7,0
2153,17,Female,84.6,65.1,48.0,3,4,Graduate,Medium,Yes,4.1,1
2154,17,Female,68.1,42.6,57.9,8,3,None,Medium,Yes,2.3,1
2155,19,Female,87.2,68.3,85.9,6,5,Graduate,High,No,4.1,0
2156,20,Male,78.3,75.8,77.3,9,1,Graduate,Low,Yes,3.0,0
2157,19,Female,69.5,69.0,65.1,7,1,Postgraduate,Low,Yes,2.3,1
2158,15,Female,87.1,70.9,39.3,3,3,Postgraduate,Medium,No,2.5,1
2159,15,Female,72.6,80.5,68.7,9,4,None,Medium,Yes,3.7,0
2160,19,Male,59.1,64.6,69.8,9,5,High School,High,Yes,0.7,1
2161,20,Male,66.0,52.6,27.3,7,2,None,Medium,Yes,2.2,1
2162,19,Female,75.8,55.9,69.0,3,4,High School,Medium,Yes,3.6,0
2163,20,Male,84.9,56.2,44.7,0,1,Postgraduate,Low,Yes,2.2,1
2164,20,Female,67.6,49.3,37.8,7,4,High School,Medium,Yes,1.1,1
2165,21,Male,75.1,76.8,43.9,0,2,Graduate,Medium,Yes,1.7,1
2166,18,Male,63.4,72.9,26.3,2,5,Graduate,Medium,Yes,3.3,1
2167,20,Female,89.8,40.0,56.1,6,5,Postgraduate,Low,Yes,3.7,0
2168,17,Male,98.6,52.6,45.9,2,2,None,High,No,4.6,1
2169,20,Male,97.3,48.6,82.4,7,2,High School,Low,Yes,4.2,0
2170,20,Male,89.6,69.8,56.9,4,3,None,Low,Yes,4.2,0
2171,20,Female,88.4,81.1,50.8,2,1,High School,High,Yes,0.1,1
2172,21,Male,53.1,71.7,35.9,4,3,Postgraduate,Medium,Yes,4.1,1
2173,21,Male,80.1,54.5,55.7,4,4,Graduate,Medium,Yes,2.2,0
2174,15,Female,72.0,60.2,86.0,7,2,Graduate,High,No,0.8,1
2175,21,Male,88.6,44.1,89.3,8,3,High School,Low,Yes,3.8,0
2176,17,Male,47.5,45.3,56.8,5,1,None,Low,Yes,3.3,1
2177,17,Male,80.3,77.7,61.8,9,1,Postgraduate,Medium,Yes,4.3,0
2178,21,Male,75.4,86.7,74.9,2,2,Postgraduate,Low,No,2.2,1
2179,19,Male,91.4,54.3,45.6,1,3,None,High,No,3.0,1
2180,18,Female,96.6,65.7,69.3,2,5,Graduate,High,Yes,0.3,1
2181,21,Female,66.9,75.8,100.0,8,2,None,Low,Yes,5.9,1
2182,20,Male,67.4,40.0,76.0,6,4,Graduate,High,Yes,1.0,1
2183,16,Male,80.8,49.3,75.5,8,3,High School,Low,No,1.8,1
2184,18,Male,98.8,94.9,85.8,5,3,Postgraduate,Medium,Yes,1.5,0
2185,18,Female,78.7,50.6,78.4,7,2,High School,High,Yes,3.3,0
2186,17,Female,62.7,59.6,58.7,9,3,None,High,Yes,1.7,1
2187,18,Male,70.7,56.0,42.9,8,3,None,Low,Yes,4.6,1
2188,21,Male,80.4,35.1,60.7,2,4,High School,Low,Yes,3.5,0
2189,20,Female,80.9,66.2,46.5,6,4,None,Low,Yes,0.8,1
2190,20,Male,69.6,64.6,58.2,8,5,None,Medium,No,4.2,1
2191,15,Female,70.5,67.7,48.2,1,4,None,Medium,Yes,4.4,1
2192,20,Female,66.2,63.7,56.4,6,5,Postgraduate,Low,Yes,1.9,1
2193,20,Male,91.7,58.1,37.7,4,4,Postgraduate,Medium,Yes,1.3,1
2194,17,Female,68.0,57.2,51.2,7,5,Graduate,High,Yes,3.6,1
2195,20,Male,72.4,57.5,69.9,3,4,Postgraduate,Medium,Yes,4.0,0
2196,15,Male,72.1,50.2,74.2,0,4,High School,Low,No,1.5,1
2197,16,Male,58.7,52.5,70.5,9,2,High School,High,Yes,4.4,1
2198,21,Male,67.6,50.4,56.6,7,4,Postgraduate,Low,No,2.1,1
2199,17,Male,92.7,73.6,65.1,5,5,High School,Medium,Yes,4.8,0
2200,16,Male,63.5,69.6,96.0,7,2,None,Low,Yes,0.6,1
2201,17,Female,66.4,65.4,50.7,2,5,Postgraduate,Medium,Yes,1.9,1
2202,19,Female,62.0,94.1,90.3,7,4,Graduate,Medium,No,2.7,1
2203,18,Female,76.9,51.1,38.5,7,4,Graduate,Medium,Yes,1.5,1
2204,19,Female,100.0,81.8,33.9,0,5,Postgraduate,Medium,Yes,3.0,1
2205,20,Male,76.4,61.1,60.5,3,3,High School,Low,Yes,2.5,0
2206,16,Female,78.8,67.4,62.4,6,2,Postgraduate,Medium,Yes,2.7,0
2207,20,Female,68.5,75.1,43.8,0,2,Postgraduate,Medium,Yes,2.4,1
2208,18,Female,77.3,57.8,57.4,2,4,Graduate,Low,Yes,1.1,1
2209,17,Male,92.7,49.1,69.8,2,2,None,High,Yes,3.0,0
2210,18,Female,79.7,51.6,46.4,5,5,None,High,Yes,2.8,1
2211,15,Male,100.0,33.4,80.3,4,4,Postgraduate,High,Yes,1.5,0
2212,18,Female,93.1,74.1,82.1,6,2,Graduate,Medium,No,4.9,0
2213,15,Male,77.0,73.7,84.2,2,1,Graduate,Low,Yes,3.5,0
2214,18,Male,76.7,88.8,47.6,0,2,Postgraduate,Medium,Yes,4.1,1
2215,21,Female,97.6,71.2,49.8,2,5,Postgraduate,High,No,1.8,1
2216,15,Male,79.6,74.8,60.1,7,2,Postgraduate,Low,Yes,0.0,1
2217,16,Male,94.9,63.8,58.4,4,3,None,Medium,Yes,5.6,0
2218,20,Female,100.0,72.0,57.5,2,3,Postgraduate,Low,Yes,3.3,0
2219,20,Female,75.5,81.3,75.8,7,4,Graduate,Low,Yes,3.5,0
2220,19,Female,82.2,67.7,73.4,5,3,Postgraduate,Low,Yes,3.5,0
2221,20,Male,89.8,57.2,48.1,2,5,Graduate,High,Yes,3.6,1
2222,17,Male,87.2,61.7,43.6,4,1,Graduate,Medium,Yes,1.4,1
2223,21,Male,87.1,76.3,41.9,0,1,High School,Low,Yes,1.5,1
2224,18,Female,62.0,57.6,48.1,5,4,Graduate,Medium,No,1.5,1
2225,19,Male,67.8,78.3,77.4,8,4,High School,Low,Yes,3.8,1
2226,17,Male,72.1,93.6,65.4,6,3,Postgraduate,Medium,No,1.2,1
2227,17,Male,92.6,78.5,78.7,7,5,High School,High,Yes,0.7,1
2228,15,Male,63.2,76.2,34.1,5,3,None,Medium,Yes,2.0,1
2229,20,Male,96.3,70.2,67.6,4,5,None,Medium,Yes,2.6,0
2230,16,Male,87.4,53.3,67.4,5,5,None,Medium,Yes,2.9,0
2231,16,Male,91.9,52.0,83.4,6,1,Postgraduate,Medium,Yes,2.3,0
2232,19,Female,66.8,51.8,56.0,8,5,Graduate,Medium,No,3.7,1
2233,21,Female,78.9,73.3,54.8,7,2,None,High,Yes,4.8,0
2234,16,Female,81.6,59.2,88.6,4,5,High School,Medium,Yes,3.1,0
2235,18,Male,81.1,64.6,60.1,6,1,Postgraduate,High,Yes,4.7,0
2236,16,Male,81.5,71.3,66.0,7,3,Postgraduate,High,Yes,3.8,0
2237,19,Female,74.7,52.4,71.1,0,5,High School,Medium,Yes,1.6,0
2238,16,Male,79.6,57.5,34.6,7,2,High School,High,Yes,1.7,1
2239,18,Female,90.4,69.8,63.7,6,4,Postgraduate,Low,Yes,1.7,0
2240,15,Male,64.0,60.6,41.8,1,3,Postgraduate,Medium,Yes,2.7,1
2241,21,Male,96.6,62.0,61.5,1,4,Graduate,Medium,Yes,2.6,0
2242,19,Female,89.8,49.5,58.0,5,2,Postgraduate,Medium,No,3.9,0
2243,15,Female,66.4,62.2,54.4,2,1,High School,High,Yes,2.8,1
2244,15,Female,82.6,89.8,73.7,0,1,Postgraduate,Low,Yes,3.4,0
2245,15,Female,88.8,58.3,64.7,7,3,Postgraduate,Low,Yes,1.2,1
2246,17,Female,63.2,47.8,45.0,6,5,High School,High,Yes,3.4,1
2247,21,Male,78.5,79.4,44.4,3,5,Graduate,Low,No,2.3,1
2248,20,Male,77.1,72.9,77.3,0,4,Postgraduate,Low,Yes,2.2,0
2249,21,Male,70.3,68.2,62.4,1,1,None,Low,Yes,2.0,0
2250,17,Female,79.1,45.2,38.8,8,5,None,Medium,Yes,5.3,1
2251,20,Female,70.8,47.4,55.9,3,5,High School,Medium,Yes,1.2,1
2252,21,Female,94.5,41.9,60.3,2,1,High School,High,Yes,4.0,0
2253,15,Female,70.5,71.5,42.0,7,1,High School,Low,No,2.9,1
2254,19,Female,87.5,80.3,52.2,3,2,None,High,Yes,1.0,1
2255,20,Female,58.1,72.0,78.6,6,4,High School,Low,Yes,2.6,1
2256,18,Male,76.1,94.2,100.0,4,1,None,Low,No,0.0,1
2257,18,Male,78.1,58.4,68.1,4,2,Graduate,Medium,Yes,5.6,0
2258,16,Male,75.7,60.1,40.0,5,1,High School,Low,Yes,2.4,1
2259,20,Male,73.2,66.6,59.3,3,3,Postgraduate,Low,No,4.7,1
2260,19,Male,70.0,61.6,65.1,1,3,Graduate,Low,Yes,5.0,0
2261,17,Female,87.1,72.5,76.4,5,3,None,Low,No,2.1,1
2262,15,Female,90.0,55.4,76.8,4,1,High School,High,Yes,3.0,0
2263,16,Female,77.0,44.1,86.2,2,5,Postgraduate,Low,Yes,3.3,0
2264,18,Female,64.8,38.2,63.0,3,5,None,High,Yes,5.9,1
2265,17,Female,99.5,72.2,63.3,2,3,Graduate,High,Yes,2.7,0
2266,17,Female,67.4,57.1,30.9,2,4,Postgraduate,Low,Yes,2.9,1
2267,15,Male,60.5,47.5,45.8,3,2,Graduate,Medium,Yes,0.9,1
2268,20,Female,53.8,55.7,39.8,1,3,High School,Medium,No,1.7,1
2269,18,Female,79.2,94.3,48.7,3,2,Postgraduate,High,No,2.3,1
2270,19,Female,75.4,48.3,43.4,9,2,High School,High,Yes,5.0,1
2271,17,Female,90.4,75.9,44.6,1,3,None,Medium,Yes,5.8,1
2272,15,Male,85.3,71.3,81.5,9,5,None,Low,Yes,3.8,0
2273,19,Male,81.5,85.1,30.3,7,4,Graduate,Medium,Yes,3.5,1
2274,20,Female,74.7,63.2,59.6,9,3,High School,High,No,4.0,0
2275,18,Male,91.3,41.6,77.7,4,2,High School,Medium,Yes,2.0,0
2276,20,Male,100.0,79.9,57.9,6,1,Postgraduate,High,Yes,5.1,0
2277,17,Female,90.1,61.3,85.6,3,1,None,Medium,Yes,0.9,1
2278,19,Female,72.4,84.1,52.8,9,2,High School,Low,Yes,2.3,0
2279,19,Female,87.4,77.2,92.8,5,3,High School,High,Yes,4.0,0
2280,19,Female,73.2,79.9,36.3,9,5,High School,High,Yes,2.3,1
2281,17,Female,64.7,100.0,85.6,3,3,None,Low,Yes,6.7,1
2282,17,Male,67.2,69.2,47.8,5,4,None,Low,Yes,4.0,1
2283,20,Female,73.7,86.6,87.6,0,1,None,Medium,Yes,4.5,0
2284,16,Female,79.2,58.9,55.0,5,2,Graduate,Medium,No,1.9,0
2285,20,Female,100.0,73.1,81.8,5,5,None,Low,Yes,4.4,0
2286,18,Male,67.4,57.5,84.7,1,3,None,Low,Yes,4.2,1
2287,15,Female,93.9,72.2,53.2,9,4,None,Medium,Yes,5.3,0
2288,19,Female,74.2,70.6,80.4,9,3,Postgraduate,Low,Yes,0.0,1
2289,16,Female,53.8,34.1,62.5,8,4,Postgraduate,Low,No,1.8,1
2290,15,Male,71.9,55.8,38.1,5,3,High School,Medium,No,3.5,1
2291,16,Female,92.1,68.5,71.6,6,5,Postgraduate,High,No,3.5,0
2292,21,Female,82.1,31.1,45.7,1,5,Graduate,Medium,No,2.9,1
